925,yV-eB-pQVeWE7W-WPC8BUg,0,2011-04-02,2,cgCncidvQlCl6JoA-BFpPQ,5,"I have been here twice, both times for breakfast. Both times I was *very* happy. 

I had the greek omelette (feta cheese, spinach, you know the deal) and thought I had died and gone to omelette heaven. Best I ever had. It came with this delicious tzaziki-type sauce on the side, which I should have brought home with me (I did finish the omelette at the restaurant). 

The second time I had this very interesting strawberry fritter french toast. I love french toast and all things sugary, and this was definitely sweet. It sort of had a filling (that was the strawberry part). It was delicious, but not for those who claim they don't like sweets. 

The service is terrific, very fast and genuine. The coffee is hot and just right. 

You'll likely be surrounded by various old men (with the occasional younger man sprinkled in), but these old guys know a good breakfast when they find one.",review,1,jqMa8QhylASA1HT_CG9RyQ
3623,KPoTixdjoJxSqRSEApSAGg,0,2013-07-09,0,nBH1Pu7vEbMwU6bY5P8QNQ,5,Consistently the BEST Thai food in Phoenix!,review,0,kW8JIqJ3gInTDdGTQgkg7w
4692,kaIue7GRCmkPzDeHDBTttQ,1,2009-02-09,1,cE06-6bhdgkPfLEUTokuzw,5,"I can't say much about this place because I do the same damned thing every time.  Pull up to the drive through window, smile at the nice lady, order a teriyaki combo or two and some rolls, and peel out with my food in two minutes or less.

I can't imagine it's the toughest thing in the world to make consistently good teriyaki, but I'll tell you what, those people are friendly every damned time I roll through.  And the food is always still hot and delicious when I plop down on my sofa to dig in.  Oh, and the salad dressing for the combo salad is yum.  God, I think this place might have been around back when I was in high school.  Way to keep it rolling!  Five stars, baby!",review,2,7-ly4LI9XWLXkFiM2vHxrw
1356,90wO0kSfCg6fETC4EY3aIg,0,2013-12-19,0,ralCTJkS6wGmr3KsBIJyDA,5,"Wow!  Huge selection of guitars, base guitars and amps. I mean huge! A guitar lover's dream. Very friendly and knowledgable staff. I have heard that ""Sid"" can fix anything. He worked for Good N Loud music for decades before they closed. This store is not easy to find, but call ahead for directions. Newer chain stores in town might be shiny on the surface, but this place is a gem with depth and character.",review,0,HzeI02527aFUL9JXbKWS_A
1069,OYZOzzipfXdWrYe1A2zeKw,0,2012-04-05,0,zlU33XqI_7sKlOblRpR2Pg,5,"This place is awesome! The coffee is fantastic. The staff is super friendly, they have comfy seating, plenty of room and free wi-fi. You're made to feel comfortable like it's your neighborhood cafe even if you're a first timer.

The service is wonderful here. I plan to keep coming back any time I'm in the area, I wish they had a better location, though.

It's the perfect place to wait and enjoy some R&R if you're picking someone up from the airport and really it's just a fantastic little place all together.",review,2,to4yos7TkaDe45-keAg74A
2475,HLWtNcf3l-wKb6v9duteMQ,3,2008-09-02,3,R6ZCbBQddK-NXEiwnwNsaA,5,"As this is LITERALLY my favorite restaurant, I can't believe it's taken me until now to review it.  I carry a bottle of Smoky Jon's sauce with me when I go to other places to eat.  That's how good it is.  The pulled pork and brisket sandwiches are excellent.  I can put down a 1/3 slab of ribs, a pulled pork sandwich and their super-excellent fries with a side of corn like it's nothing.

My only small gripe is that sometimes, after about 7:00 PM (they close at 9), the ribs seem like they can be a little over-done.  (Not as tender)

Smoky Jon's turns me into a pig, and I love every delicious mouthful.",review,4,ZYaumz29bl9qHpu-KVtMGA
17297,GpK9MeUjEd7rwhejG2ykww,0,2012-09-28,1,EEIDO60p3JeVwC0Co2X7jA,1,"A heaping scoop of cold mashed potatoes slathered with LAME sauce is how I would classify this dinner!

I've read some of the other reviews on this particular establishment, and will agree with the one that says that businesses sometimes have bad days.  It would appear that this business is having more than their fair share these days.

There were 5 of us, including one fairly easy to please 10 year old.  First it took the server the better part of a half an hour to acknowledge that we were sitting on the patio in high 80 degree weather with no beverages.... IN THE DESERT!!!  C'mon.  Once we ordered I just assumed that everything would remedy itself.  It was only the beginning.

When the food was delivered (along with the appetizer that we ordered) it was cold and not even close to what we ordered.  Picture it... a ""hot"" roast beef open faced sandwich, which I asked for a substitution of french fries for the mashed potatoes (not a major request) and the bread was cold and soggy because it sat in the window forever.  When I asked to have it made to it's menu specifications AKA HOT, they took it back and threw it in the microwave and returned the plate to me as I sent it back to the kitchen.  How do I know that?  Well, you know what happens when you put bread in the microwave?  It's gets hard and stale, a texture that once you experience you won't soon forget.

When we told the waitress that ""tonight isn't a good night for us here I guess"".  Her response was ""It is for me too"".  Server Rule #1 - NEVER MAKE YOUR PROBLEM, THEIR PROBLEM!

Enter the ""Manager"".  I do have to give points for the manager standing in front of us and taking her lumps.  I have to take away points for never making an offer to take anything off the bill.  You have to remember that I sent my food back and declined an offer for anything else.

If any of the restaurant staff reads this review, please take one thing away from it... You can work wonders by L-I-S-T-E-N-I-N-G and NOT MAKING EXCUSES!!  If the kitchen truly was the problem, they needed to step it up!!  If the waitress couldn't handle the number of people she was waiting on, you should have replaced her or reduced her section.  I only say this because we noted that she was waiting on a huge party of 15 people, us and several others (and I don't think she was experienced enough to even handle two tables).

Ready for dessert?  One of the waitresses was wearing a cute black skirt uniform dress.  Apparently she was having issues with her shoes or socks because she bent over to readjust them.  I bet you know what's coming next.... What's rule #1 when wearing a skirt ladies??  Don't bend over in your skirt when your standing three steps above the people below you, because they will surely see whatch-yo Mama gave ya!!

In closing, do I think this was meant to be four star dining? NO.  Do I think that we deserved as much attention as anyone else there tonight? ABSOLUTELY.  Did we catch them on a bad night?  PROBABLY.  Will I go back and give them a second and final opportunity to improve upon this bad experience?  YOU BETCHYA!!

Good luck here, and I hope your experience is better than ours was.",review,1,Ea0QvMihI7UmWBrYUy0sYw
285,ShEYKerTwb2LSORE5o_s7A,0,2009-03-20,0,DK9XzZDlTGYOGxTk4uGEoQ,5,"I have visited Prairie Cafe several times and love it. The breakfast/lunch menu is varies from great egg dishes to tasty sandwiches and salads. Vegetarians and non-vegetarians alike will find somthing satisfying. Good selection of in-house, serve-yourself coffee. I tried the ""Health Shake,"" --sort of a cross between a shake and a smoothie. Very tasty and a perfect breakfast. Very comfortable atmosphere with free wireless. Seems to attract a ""usual"" crowd. Overall a very positive experience.",review,1,CdKX95dMySpzWX4XQ2k01A
4064,SG_gEmEXL4ID6RAEinC5Bg,0,2014-01-27,0,07tIAoK3ArFqOF4vFJYmHw,5,"Fantastic museum. The Indian exhibits are expansive and usually heart wrenching. It is worth going on one of the free guided tours (they run frequently). My guide was very knowledgeable and provided much insight to all exhibits, including the temporary Georgia O'Keefe. The main entrance area is a nice place to lounge outside and have a picnic or something. The staff is very nice and friendly. Parking was easy.",review,1,EA5JiRv7RocRiKFTaCUHCw
3073,JD1uVun5FEF_Ih2PnHCbuA,0,2013-08-12,0,kbnaKoezNJngvgVmftLTzQ,1,"Bad service and even worse ""food.""  I'll never go back while in the area.  I'd rather eat McDonald's or at some other fast food place - they offer about the same number of ""healthy"" options. 

They get 1 star because of all the adorable old people there.  Other than a hospital/old folks' home - I've never seen so many walkers and oxygen tanks in one place!",review,1,BSCexEuWtbp2hhO7MMvB6A
1173,1hBOR97oX5Xph3J8Tdob7w,0,2012-04-28,0,U5z4qwlG_1kAexXrmNYpxg,1,Never eating here again. I was sick for 2 days after I eat one of their burgers.,review,0,Onj6V5gcHpjNfve50227zQ
591,8MqyXoay37xSmlUKjYv1XA,1,2010-10-10,0,xFCvxOwXkW9SN0hYc7OoHA,5,Gotta give a big THANKS! to this Walgreens.  I found myself there shoeless with an overheated dog and they had no problem letting me come in with the dog to buy some water for him.  It is rare for a big chain store to be so dog and barefoot friendly!,review,0,xaDLdDtp3h4Q_3vXBNBhDg
6451,muCl5p-9ut1sY0aKeUeRhw,0,2010-04-04,0,ir1kioQsYgO8_9YDItZVsA,1,This was adequte at best and that is being generous.  Several of us Went today for Easter brunch - big disappointment.  The restaurant was not that busy - took 20 minutes between courses being served.  Needed to ask for plates for the muffins.  Ordered the filet with eggs - the eggs were burnt and broken.  The server never should have brought that plate to the table.  I expect this from Denny's at 3 am - not a restaurant with these menu prices.  My boyfriend had the tomato bisque soup - was Ragu in a bowl - even same consistency.  Another friend had the bananas foster french toast - even the bananas were bland.,review,0,QJghf42KQOq03cUDvwrslw
18651,pjtB4FadDdq_DeyedjDsOw,0,2014-04-04,1,0WWCBKZHtW-EPknKjsXaeQ,1,The best way to waste your money: 13$ and your car is just enough cleaned outside and not vacuumed inside at all. 1h waiting. Worst service ever!!!!,review,2,GEm4DUvXcV70wFgyevCd8g
3487,KPoTixdjoJxSqRSEApSAGg,1,2010-06-06,1,Nij4ECcLYTrnCekxAaahoA,5,I was surprised at how good this place was. A friend and I went on a whim and the crowd inside was a lot older (60's-70's) and mostly just drinking. We ordered the Tom Kai Gai and I have to say it was the best I've ever had in Arizona. It was spicy but extremely flavorful the consistency of the rice was gloriously sticky.We also tried the hot teas I ordered the Gunpowder Temple of Heaven and she got the Lemon Souffle` and both were beautifully prepared and flavored. The Pad Thai and Panang were both spiced to perfection and the service was great and our waitress was so friendly and helpful I wanted to come back the very next day. They also work with you on how spicy you want your dishes so if you prefer an extra kick just ask but I'd recommend trying the dishes how they prepare them first since I like spice and thought they did a great job of making the dishes spicy but not to the point where the spice overpowers the dish.,review,2,ZDn42x7z6ZwINiqZzeTCwg
21190,XIcmcmjX87v59DXh0iQW8g,0,2013-06-18,0,mHTz3b4pJWeqqLz3sFfOBg,1,I purchased the living social deal for the six organic pedicures. I had a very hard time scheduling an apt. When I finally did get in the experience was horrible. I was expecting a massage chair or something similar but was seated in a hard high back chair that you needed to put pillows behind your back to try to get comfortable. The experience was strange because they use an aloe jelly that makes you think that you are sticking your feet in a big bowl of green jello. That part honestly was weird but not bad just squishy :) . The bad part was the mud and salt scrub that left my legs raw and red. The pedicure ended with them putting my shoes back on to paint my toes. It was a strange and uncomfortable pedicure to be sure but the lady who performed it was very nice so I did tip her. Unlike the front desk help who would rather be on their personal phones talking about Face Book instead of check me out in a timely manner. I wrote a review before but it was taken down so I'm hoping there isn't anything here that is too much. This was just my experience and I'm happy to say I will not be going back.,review,1,faX3sDXbjkW72Vezz5VSFQ
1940,fjaQ3Ixkofh8xGhklUtDnA,0,2012-11-05,0,l4N5vZw4PlnQ0-DvLmDsPw,5,"5 starts for being one of the few places I have ever been that has full on, decked out vegan breakfasts!  No wimpy smoothies or oatmeal here.  I'm talking tofu scramble and vegan hash.  I'm in love...",review,2,1Uhy0IGBZ0fzLpXD7VEpbQ
3944,e5kc0CQ4R-PCCDgb274gSg,0,2014-06-10,0,ucEX6vwCUO_NIZp2Ujo7yg,5,Great place and beautiful patio!  Adovo Chicken Pasta and Poblano Chicken Chowder are favorites!,review,0,5TgO3sLlKdIlZXgP6U27NQ
8065,tb24fvNJfHhyKEXkKn12Xw,0,2013-10-26,0,jTzB8uuK8YeIkmSKfRSyjQ,5,"Solid 5. Totally chill attitude from the guys behind the counter serving up killer food. To start: an Old Fashion for me and a Candy Corn signature for the wife. We split not one but two orders of the bacon and cheese fries, and had the biscuit w chicken, gravy, and bacon. All fantastic. Go here anytime if you got a hankering for comfort food after a hangover or just because. We'll be back soon. And we're bringing friends.",review,0,i9PoKfesdSEgyYWUJZSmcQ
4243,45puCRQ6Vh_IIAy7kkfFDQ,0,2013-01-26,1,RFfE9jO4VArp_fRk1UWbcA,5,Great service..great food...very fast!,review,0,oyvUQOg1clo96UMQisdJ-A
5421,DlCtdbceo4YNSI53cCL2lg,0,2013-07-28,1,kqQJFHb9XbKVj7g9rWMQ6g,5,"The Old Spaghetti Factory, was wonderful... Everyone I was with enjoyed their meal. Also the coffe was to die for. I will definitely go back when I am in the area.",review,0,9q77ldtfBGtn0fpZ7WA-Tw
2084,YlznKuAxnd7j3QfXFzoIog,1,2013-02-27,0,vF8DLeiPRuOw8si5vkz-0g,5,"The burgers are amazing and ridiculously reasonable! The staff is friendly and attentive. The place is super clean! They do everything right at Players! Good drinks, great lunch specials and awesome service!",review,2,ZzayHapg9rIy6_FYJcah4A
849,3zD6rxB92Mr0jb-LoYFFWw,0,2014-02-25,0,42gyuORGuSCgIq4OJ5XsMw,1,"Remember when Burger King was actually somewhat decent?  Pepperidge Farm remembers...

I have dined with the King many a time across this fine land.  I have watched their slow decline with sadness over the last thirty years.  At one point, they actually challenged the Clown for burger superiority, but now, they're a weak shadow on the market, barely a player...

...and the BK at this location is a perfect example of why.

EVERYTHING at this BK takes ten minutes.  Doesn't matter what you order, be prepared to wait.

It's always dirty.  When I was a kid and worked at the Clown, we were always cleaning.  There was usually one or two people on any shift whose sole job was to keep the lobby clean.  This place is a hole.

Why does the food taste weird?  If I want BK, I actually make the drive to Deforest, rather than eat at this location, which is actually a stone's throw from my house.  The food here tastes bad, bleachy, and wrong.  What are they doing to the food?

Fix thyself, King, and maybe I'll return.  Until then, I will take my cheap, poorly constructed eats elsewhere.",review,0,GIe3fZlWKtnPXTaGqmwl-A
2892,OxR3b_qcMJlzwzGPU5fmdA,0,2011-12-02,0,ez7iiyA4qcQKsQ6b8Owh2Q,5,"I'm in love. I'm going to give this grocery store the highest praise I can - it's a cross between Brennan's (great fruit but mainly noncommercial items) and HyVee (great Iowa grocery store with normal items). I love the mix of items, the great looking fruit and Oberweis milk (I miss their Illinois stores with delicious ice cream too). It's really not that expensive and I can get everything all in one place. I was worried given the caliber of grocery stores I've found but this is the real deal. The people were nice and I'll be coming back again soon!",review,1,LJ2LofejJtbE7INygxpJPg
138,XrzTVrJAjs0yYLvhFI9vkQ,0,2012-07-19,0,RoYo8rE2TREB-sfrHEBfKA,5,"What a wonderful place Craig runs! So happy we chose to stay at The Parsonage for a girls weekend to Madison.

The highlights:
- Location: While the B&B is about 25 minutes from downtown Madison, it's very easy to get to. The perk of being off the beaten path is, well, being off the beaten path. 
- Price: The three of us chose the top floor Reverend's Retreat, which can actually sleep up to 6. It had the feel of your parent's attic, but in a good, comfortable way. For the Friday & Saturday night, it was about comparable to what we would've paid to stay at a fancy-pants place in Madison.
- Food: Oh my goodness, can Craig cook! The breakfasts alone would've been worth $20/person at a restaurant. Definitely try the juice blend - you won't look at orange and cranberry juice the same way again. 
- The company: On the weekend we were there, we (late 20s/early 30s) had the pleasure of staying with younger groups of people. Chatting at the communal breakfast table was a nice perk and a great way to get some new tips on what to see & do in Madison. And, Craig and his wife have two lovely dogs. 

If you're in town, definitely look up & consider The Parsonage.",review,0,ECOZNokNazcdgocyCRJw6g
21285,NDKkce5Au-o_OhIt5f2ZBg,0,2010-04-07,0,ua413k9HRllaffcXXUpyuQ,1,"I would never return to this place. Food is mediocre at best. The interior is sooo small.  The patio is about your only option.

Please go else where for your sushi and Japanese needs.  The cloth napkins alone is a total turnoff.  It leaves lint all over your pants! So cheap!!!

If you want to get a cheap eat, by all means, go there, but don't expect a top notch experience being that it's near the Biltmore.",review,2,hjJPKQ1Ah91h3fVbc8GsOg
23281,nDJ9Pbt0RF6iXLgVzGyC3Q,0,2014-05-29,0,7BYg9-Q_03FPqq6uGcfN_A,1,"So, this is a long story, but I'll do my best. Brought the girlfriend's Passat in to have the service light checked, a/c checked, and it was making a strange noise. Wheel bearings, ac leak fixed, oil changed and tires rotated. Pickup car, service light still on, and makes a different funny noise. Call up, they have us bring it back, apologizing for the light, and thinking they just need to balance the tires. I thought that was automatically done after a rotation, but hey, I'm no mechanic! Offered a free oil change on her truck as compensation, and since she had brought it in anyway for its own a/c issue, she was happy with that. 

This ordeal lasted over a week, dealing with multiple employees and manager. The first guy that worked on the Passat apparently quit that day, the next guy had to leave because his wife had a baby, etc. 

Eduardo told her that all her hoses needed replaced and several other things, before he gave her a diagnosis of the problem we brought it in for in the first place. At this point, we just want to pick it up. So we do, and now the airbag light is blinking. Manager (Seth) refused to speak to us and then we were hung up on. 

Pretty ridiculous. Not sure if this is because we are women or what, but us being female shouldn't have anything to do with the fact they don't seem capable of fixing a problem without causing a new one. Francisco was the only person there worth talking to. He was great, but sadly there were too many other things wrong.",review,0,adkV-Rt2NjIZzh2tmryeWQ
8273,VXIkI9_EbDbYHeO9IzKjJg,0,2012-01-18,0,ny_RW2tCaqmyUPQjuwLcFA,5,"A trip to this place is fun and entertaining.  I could walk the isles for an hour just looking at everything.  If you love Mexican food you gotta come here.  And the market has the lowest prices for vegetables.  Cucumbers 6 for $1.00 and radishes 3 for $1.00!  I bought a large package of chicken breasts (5 big breasts) and they were only $4.32!  Went home and roasted them up the oven for chicken tacos.  The chicken was perfect.  Next time I'm there my plan is to stock up on chicken breasts for the freezer.  Did I mention the bakery?  Anyway, it's all good.",review,0,Z02XdD0muEz2FFQKPERMYQ
486,ckLRf3lYn9DxmNxd-mu2yA,0,2012-12-29,0,DQrXBW5lceftrxsRiRudIg,5,"Would recommend this hotel. Beds are comfy, rooms are nice and clean, staff is very accommodating and goes above & beyond what's expected. We loved Tomeka at the front desk :)",review,0,LYL5buYajix8zpd_ACfuGQ
971,Bw0_JDQnZeYf-2xTCpVEHA,0,2011-12-17,0,2OyILczlEW7vlxcHU0-J1w,5,"Bought three guns from there.  The owner, Trig, probably not a coincidence to trigger, ws very helpful everytime.  Very legit and better prices than the Gander Mountain down the Road.  Would recommend!",review,1,u5xcw6LCnnMhddoxkRIgUA
8443,Xobu8FzHN0KUm5Lw3swypA,1,2013-06-23,3,9CnRbesM5YAgDbxKqInXgQ,5,"This place isn't much to look at; in fact it's terrifying. They have Christmas ornaments with lights stung up all year long, which is bizarre. But so what...

Their breakfast sandwiches are delicious, greasy, and just bad for you. Very enjoyable. If you want a ""feel good"" moment, come here for a breakfast croissant.

And now on to the star of the show: Donuts. Made fresh every day. If you come early enough (the earliest I came was at 4am on Valentine's Day!) the donuts are still warm.

I cannot say in just one post how delicious and AWESOME their donuts are. Greasy, decadent, bad for you...something for everyone! 

Yes this is as good as it gets, folks. Try this place out, either for breakfast and/or donuts. You won't be disappointed.",review,2,VCK3eQKToEkmu8jdSEbTwQ
2460,pSYCSXgabSKKJrIEJG-FLQ,0,2014-07-02,0,2939V6-zIaybhBT1Vtb_vg,5,"Totally unpretentious, totally Wisconsin, and totally cheap. I love hanging out here.",review,0,c2VhZXD0DwBgyuYg1orDfQ
1654,Hh5lyZtOrS5LKk4YCgj8Kw,0,2010-08-27,0,awIUp1gcE8VVPgalbWOKaA,1,"Get your wallet out! This place nickel and dimes you to death and they seem proud of it. 

I buy a room for a night and a conference room for a day. In the lobby and my sleeping room I get free internet but when I walk in the conference room they want to rob me of $50.00. The workers were embarrased to tell me this and when I asked to speak to someone in charge they told me the managers will not discuss it. 

If that is not enough they jab me for another $2.65 for a cup of coffee to include a refill. 

I don't care how nice the place is (and it is nice) I will not come back.",review,1,ZKDO8pl-aEBvWOMVUS2b5A
9833,9a-MZdxZ28o4j1pXI22btw,0,2010-02-10,0,5s7spFDvWPVM19mrMonQ8Q,1,"Why is everyone standing around?

It was a slow night and they were obviously over-staffed. But no one was really anxious to help me out. I was shuffled from the battery center, to the front desk, to the service center and then stood  there awkwardly while the employees made casual conversation and no one told me there was a waiting area. 

I just came in to get a new battery for my car. Kinda peeved that I paid for installation, if you can even call it that. Autozone does it for free with purchase and I thought most places did too. Not these Pep Boys. I should have went elsewhere but my car needed it bad. Oh well... live and learn.",review,2,WJkmgkrSPMHTfDTD3VgqqA
3407,M-MFa0YErVBbFW2IJhGJmw,1,2010-07-21,1,i_hy02yYVJohYpiwyHmMJQ,1,"In response to the business owner's response, I'm not really buying it.  Being honest about the diagnosis of a car is only half the battle.  Being honest about pricing is just as important.  And these guys totally failed.

Implying that technicians who charge less than them are somehow lower quality is just bullshit, plain and simple.

They wanted to charge us more than $600 to put on new brake rotors and pads.  Retail for those parts?  About $150.  Hours it takes to swap them out?  One, or two, at the most.

Naturally, when I called them and sounded like I actually knew what I was talking about, they knocked $150 off the price they offered my wife.  Still not good enough.  It was $300 cheaper to tow our car all the way to our trusted Mesa mechanic and have him do the work.

Oh, and the inspection we used a Groupon for?  They charged us for services that i later found out were supposed to be part of the Groupon.  Going to call them today to try and get a refund for that $30 (?!)  tire rotation.

Hate to rag on a local business, but the only way this could've gone worse would've been if they straight up lied about problems with the car.",review,7,d2RAl63RTdfZF7kcuKcj-g
23800,s4gUV_zb8EeYosek2GBB4Q,0,2014-05-28,0,_xXkX5N2S9AJotNqE3k5CQ,1,"I had my LASIK consultation today.  I waited in the waiting room for about 30 minutes prior to being taken back by the ""Director of the Center"".  She took me in a room and did a quick ""test"" on my eyes and then brought me to another room, sat me down and asked if I had any questions about the procedure.  I said I had numerous questions, but would prefer to speak to the surgeon (No need asking them twice, since I really only cared about what the surgeon had to say).  She said asking her my questions/concerns was ""one in the same"".  I think not.  That was the first red flag.  The second one came after she said I would not be meeting the surgeon at all prior to the day of surgery.  Who in their right mind agrees to an elective surgery without meeting the surgeon prior to the day of surgery?  I have never heard of such a thing!  I'm assuming after you pay in full you are then allowed to meet the surgeon.  The third and final red flag came after she said she would schedule me an appointment with the surgeon at another time and then revoked that offer, saying ""We just don't do that here.""   I got up and left.  This place is obviously a LASIK factory mill and I'm not willing to put my eyes at risk to save a few bucks. Beware.",review,2,7gNEHLBZCYIN9IfcWI1BeA
26776,yJr24Yy1K6bt2G9fX3_zPA,0,2012-05-11,4,kQ2NMCCgZN2-1uBRnfBQVw,1,"Yelp alerted me that I have a review to complete, from nearly 2 years ago. 

I remember how I felt about this place back then, and still feel strongly about this place now. Recollections of how much I would not like to return to this place again. 

Find a place that serves Cuban-inspired food, or if there is a frozen aisle that does, heat it up in a microwave, transfer it onto a plate, and voila! Of course you'll remember to remove that non-microwaveable plastic film that Havana overlooked.",review,3,Wy6JfQaebNErtuk1mt5aEg
7370,MwmXm48K2g2oTRe7XmssFw,0,2014-03-19,0,fhIMQ3vj5MIRgX7KpSxFGw,5,"love this place, in every way!",review,0,KucBnMrhalzxnD9AWrxwYQ
6781,oCA2OZcd_Jo_ggVmUx3WVw,1,2013-07-28,1,1DAol0qRr5FVf3-P08BVsw,5,I love this place our waitress Sara Jane was awesome I will be coming back.,review,1,z3xOgubkCYr2qNi7IuG9Rg
21228,NDKkce5Au-o_OhIt5f2ZBg,0,2008-06-23,2,Nd6ErpKGhP-t6yaC-t0ZFQ,1,"Zen 32 was my sushi standout in Phoenix, AZ until today. 

After moving to NYC, I went back home and visited my old hang outs. Some things have changed. 

Though Kona Grill at the Fashion Square in Scottsdale was always my fav, I considered Zen 32 to be the best sushi place in Phoenix -- great dim ambiance, a big outdoor patio with misters for Happy hour, and cute canoes on the ceilings. 

However, today there were not one, but two flies in my Saki-Rita drink. The waitress apologized, but left the charge on the bill, plus the charge for the replacement drink. After much aggravation, the manager removed the charge. 

The floating flies were not the worst part. I was left wondering what eles is floating around the kitchen. There was also a 1/2 inch piece of who knows what in my spicy tuna roll -- maybe it was a scale? A piece of plastic? Hard to tell. 

Conclusion, go to Zen 32 for the ambiance. Not the food or drinks. Perhaps bring friends you dislike and watch them eat?",review,1,Q245Wp3b8YG8MVVHMVT6iA
